invoice_id,customer_id,customer_name,email,ip_address,product_id,quantity,unit_price,timestamp
INV-1036,CUST-933,User_933,user_933@example.com,192.168.170.154,4,5,45.0,2026-09-08T05:40:00Z
INV-1037,CUST-930,User_930,user_930@example.com,192.168.162.18,1,1,25.5,2026-09-09T02:25:00Z
INV-1038,CUST-355,User_355,user_355@example.com,192.168.100.185,4,3,45.0,2026-09-06T05:24:00Z
INV-1039,CUST-741,User_741,user_741@example.com,192.168.1.254,3,4,15.99,2026-09-04T13:29:00Z
INV-1040,CUST-472,User_472,user_472@example.com,192.168.244.182,4,2,45.0,2026-09-08T19:09:00Z
INV-1041,CUST-112,User_112,user_112@example.com,192.168.22.126,2,4,120.0,2026-09-06T12:25:00Z
INV-1042,CUST-376,User_376,user_376@example.com,192.168.5.163,5,5,8.99,2026-09-07T00:57:00Z
INV-1043,CUST-230,User_230,user_230@example.com,192.168.213.236,3,1,15.99,2026-09-09T00:11:00Z
INV-1044,CUST-717,User_717,user_717@example.com,192.168.94.43,2,2,120.0,2026-09-08T01:25:00Z
INV-1045,CUST-295,User_295,user_295@example.com,192.168.123.11,4,3,45.0,2026-09-06T01:49:00Z
INV-1046,CUST-205,User_205,user_205@example.com,192.168.185.187,5,5,8.99,2026-09-07T17:49:00Z
INV-1047,CUST-922,User_922,user_922@example.com,192.168.113.127,3,1,15.99,2026-09-02T21:40:00Z
INV-1048,CUST-163,User_163,user_163@example.com,192.168.123.35,1,5,25.5,2026-09-02T21:57:00Z
INV-1049,CUST-768,User_768,user_768@example.com,192.168.253.172,3,4,15.99,2026-09-02T05:06:00Z
INV-1050,CUST-184,User_184,user_184@example.com,192.168.243.28,2,3,120.0,2026-09-07T18:09:00Z
INV-1051,CUST-825,User_825,user_825@example.com,192.168.27.123,5,5,8.99,2026-09-01T12:51:00Z
INV-1052,CUST-197,User_197,user_197@example.com,192.168.196.96,1,5,25.5,2026-09-08T03:54:00Z
INV-1053,CUST-138,User_138,user_138@example.com,192.168.154.71,5,4,8.99,2026-09-05T17:56:00Z
INV-1054,CUST-149,User_149,user_149@example.com,192.168.128.132,2,1,120.0,2026-09-01T06:18:00Z
INV-1055,CUST-198,User_198,user_198@example.com,192.168.135.178,1,1,25.5,2026-09-01T23:02:00Z
INV-1056,CUST-641,User_641,user_641@example.com,192.168.129.142,2,5,120.0,2026-09-03T10:58:00Z
INV-1057,CUST-276,User_276,user_276@example.com,192.168.126.51,4,4,45.0,2026-09-04T08:43:00Z
INV-1058,CUST-160,User_160,user_160@example.com,192.168.94.101,4,2,45.0,2026-09-07T14:01:00Z
INV-1059,CUST-962,User_962,user_962@example.com,192.168.109.92,2,5,120.0,2026-09-04T14:07:00Z
INV-1060,CUST-332,User_332,user_332@example.com,192.168.158.144,4,3,45.0,2026-09-06T17:46:00Z
INV-1061,CUST-451,User_451,user_451@example.com,192.168.63.59,5,5,8.99,2026-09-01T02:19:00Z
INV-1062,CUST-952,User_952,user_952@example.com,192.168.151.8,2,1,120.0,2026-09-04T08:42:00Z
INV-1063,CUST-572,User_572,user_572@example.com,192.168.95.216,4,1,45.0,2026-09-01T17:24:00Z
INV-1064,CUST-801,User_801,user_801@example.com,192.168.116.149,3,1,15.99,2026-09-07T02:15:00Z
INV-1065,CUST-930,User_930,user_930@example.com,192.168.34.136,2,5,120.0,2026-09-01T19:18:00Z
INV-1066,CUST-837,User_837,user_837@example.com,192.168.21.64,3,4,15.99,2026-09-03T21:46:00Z
INV-1067,CUST-698,User_698,user_698@example.com,192.168.186.196,4,1,45.0,2026-09-07T03:25:00Z
INV-1068,CUST-187,User_187,user_187@example.com,192.168.52.137,5,2,8.99,2026-09-07T12:09:00Z
INV-1069,CUST-769,User_769,user_769@example.com,192.168.51.28,3,3,15.99,2026-09-09T00:14:00Z
INV-1070,CUST-799,User_799,user_799@example.com,192.168.185.15,5,5,8.99,2026-09-05T11:17:00Z
INV-1071,CUST-409,User_409,user_409@example.com,192.168.48.195,3,2,15.99,2026-09-04T06:29:00Z
INV-1072,CUST-872,User_872,user_872@example.com,192.168.197.146,3,1,15.99,2026-09-04T10:56:00Z
INV-1073,CUST-760,User_760,user_760@example.com,192.168.202.88,2,4,120.0,2026-09-07T14:32:00Z
INV-1074,CUST-228,User_228,user_228@example.com,192.168.197.206,5,1,8.99,2026-09-07T15:36:00Z
INV-1075,CUST-266,User_266,user_266@example.com,192.168.231.57,3,2,15.99,2026-09-02T12:33:00Z
INV-1076,CUST-928,User_928,user_928@example.com,192.168.63.161,2,5,120.0,2026-09-09T04:54:00Z
INV-1077,CUST-884,User_884,user_884@example.com,192.168.120.254,3,4,15.99,2026-09-06T11:59:00Z
INV-1078,CUST-138,User_138,user_138@example.com,192.168.192.194,4,4,45.0,2026-09-04T22:22:00Z
INV-1079,CUST-584,User_584,user_584@example.com,192.168.225.153,1,5,25.5,2026-09-02T14:01:00Z
INV-1080,CUST-680,User_680,user_680@example.com,192.168.181.93,4,3,45.0,2026-09-01T08:08:00Z
INV-1081,CUST-968,User_968,user_968@example.com,192.168.22.119,5,5,8.99,2026-09-06T07:18:00Z
INV-1082,CUST-881,User_881,user_881@example.com,192.168.86.82,3,1,15.99,2026-09-03T18:31:00Z
INV-1083,CUST-135,User_135,user_135@example.com,192.168.127.176,5,2,8.99,2026-09-02T21:38:00Z
INV-1084,CUST-493,User_493,user_493@example.com,192.168.208.142,5,3,8.99,2026-09-06T16:54:00Z
INV-1085,CUST-284,User_284,user_284@example.com,192.168.141.107,1,2,25.5,2026-09-03T15:33:00Z
INV-1086,CUST-309,User_309,user_309@example.com,192.168.29.95,3,2,15.99,2026-09-08T23:14:00Z
INV-1087,CUST-720,User_720,user_720@example.com,192.168.242.52,4,1,45.0,2026-09-08T14:03:00Z
INV-1088,CUST-762,User_762,user_762@example.com,192.168.239.159,5,5,8.99,2026-09-03T04:51:00Z
INV-1089,CUST-493,User_493,user_493@example.com,192.168.24.242,2,3,120.0,2026-09-02T18:14:00Z
INV-1090,CUST-615,User_615,user_615@example.com,192.168.228.53,1,5,25.5,2026-09-05T08:47:00Z
INV-1091,CUST-129,User_129,user_129@example.com,192.168.97.223,4,4,45.0,2026-09-07T09:06:00Z
INV-1092,CUST-774,User_774,user_774@example.com,192.168.211.196,4,5,45.0,2026-09-02T11:49:00Z
INV-1093,CUST-247,User_247,user_247@example.com,192.168.66.88,3,2,15.99,2026-09-01T20:03:00Z
INV-1094,CUST-235,User_235,user_235@example.com,192.168.108.33,3,5,15.99,2026-09-03T06:18:00Z
INV-1095,CUST-612,User_612,user_612@example.com,192.168.131.45,4,2,45.0,2026-09-07T12:49:00Z
INV-1096,CUST-926,User_926,user_926@example.com,192.168.131.77,2,1,120.0,2026-09-06T12:33:00Z
INV-1097,CUST-430,User_430,user_430@example.com,192.168.235.125,1,4,25.5,2026-09-08T05:10:00Z
INV-1098,CUST-300,User_300,user_300@example.com,192.168.182.241,1,3,25.5,2026-09-02T13:31:00Z
INV-1099,CUST-729,User_729,user_729@example.com,192.168.172.194,3,2,15.99,2026-09-04T16:20:00Z
INV-1100,CUST-927,User_927,user_927@example.com,192.168.82.193,3,1,15.99,2026-09-01T19:41:00Z
INV-1101,CUST-550,User_550,user_550@example.com,192.168.218.190,1,3,25.5,2026-09-01T02:15:00Z
INV-1102,CUST-655,User_655,user_655@example.com,192.168.126.182,3,5,15.99,2026-09-07T11:08:00Z
INV-1103,CUST-691,User_691,user_691@example.com,192.168.210.24,5,2,8.99,2026-09-08T07:07:00Z
INV-1104,CUST-669,User_669,user_669@example.com,192.168.234.78,5,2,8.99,2026-09-06T15:45:00Z
INV-1105,CUST-420,User_420,user_420@example.com,192.168.205.92,2,1,120.0,2026-09-01T01:17:00Z
INV-1106,CUST-977,User_977,user_977@example.com,192.168.132.120,1,2,25.5,2026-09-01T23:38:00Z
INV-1107,CUST-395,User_395,user_395@example.com,192.168.30.109,3,5,15.99,2026-09-09T01:09:00Z
INV-1108,CUST-914,User_914,user_914@example.com,192.168.117.118,3,1,15.99,2026-09-09T05:05:00Z
INV-1109,CUST-501,User_501,user_501@example.com,192.168.142.12,2,2,120.0,2026-09-06T20:58:00Z
INV-1110,CUST-991,User_991,user_991@example.com,192.168.86.35,2,3,120.0,2026-09-02T13:42:00Z
INV-1111,CUST-621,User_621,user_621@example.com,192.168.37.12,2,3,120.0,2026-09-02T16:44:00Z
INV-1112,CUST-309,User_309,user_309@example.com,192.168.84.104,3,1,15.99,2026-09-02T05:52:00Z
INV-1113,CUST-987,User_987,user_987@example.com,192.168.194.244,4,5,45.0,2026-09-03T04:24:00Z
INV-1114,CUST-392,User_392,user_392@example.com,192.168.159.92,4,3,45.0,2026-09-07T12:55:00Z
INV-1115,CUST-906,User_906,user_906@example.com,192.168.129.233,4,1,45.0,2026-09-05T06:50:00Z
INV-1116,CUST-547,User_547,user_547@example.com,192.168.68.135,1,5,25.5,2026-09-06T10:18:00Z
INV-1117,CUST-964,User_964,user_964@example.com,192.168.208.1,5,1,8.99,2026-09-06T21:40:00Z
INV-1118,CUST-461,User_461,user_461@example.com,192.168.209.140,4,3,45.0,2026-09-02T12:03:00Z
INV-1119,CUST-291,User_291,user_291@example.com,192.168.196.18,5,5,8.99,2026-09-06T23:57:00Z
INV-1120,CUST-136,User_136,user_136@example.com,192.168.126.221,4,2,45.0,2026-09-06T11:16:00Z
INV-1121,CUST-875,User_875,user_875@example.com,192.168.62.100,2,3,120.0,2026-09-03T01:48:00Z
INV-1122,CUST-843,User_843,user_843@example.com,192.168.119.65,5,1,8.99,2026-09-04T16:49:00Z
INV-1123,CUST-267,User_267,user_267@example.com,192.168.40.137,2,5,120.0,2026-09-02T03:49:00Z
INV-1124,CUST-919,User_919,user_919@example.com,192.168.103.191,5,5,8.99,2026-09-06T08:22:00Z
INV-1125,CUST-308,User_308,user_308@example.com,192.168.197.184,3,4,15.99,2026-09-04T11:59:00Z
INV-1126,CUST-398,User_398,user_398@example.com,192.168.142.218,3,1,15.99,2026-09-07T18:04:00Z
INV-1127,CUST-938,User_938,user_938@example.com,192.168.105.39,1,5,25.5,2026-09-03T07:46:00Z
INV-1128,CUST-316,User_316,user_316@example.com,192.168.25.227,5,5,8.99,2026-09-06T18:58:00Z
INV-1129,CUST-337,User_337,user_337@example.com,192.168.132.155,4,4,45.0,2026-09-06T14:59:00Z
INV-1130,CUST-393,User_393,user_393@example.com,192.168.20.187,4,1,45.0,2026-09-02T11:48:00Z
INV-1131,CUST-472,User_472,user_472@example.com,192.168.125.208,2,1,120.0,2026-09-04T22:16:00Z
INV-1132,CUST-312,User_312,user_312@example.com,192.168.100.160,1,4,25.5,2026-09-03T19:46:00Z
INV-1133,CUST-911,User_911,user_911@example.com,192.168.252.71,2,2,120.0,2026-09-07T06:02:00Z
INV-1134,CUST-647,User_647,user_647@example.com,192.168.12.125,3,1,15.99,2026-09-01T02:45:00Z
INV-1135,CUST-316,User_316,user_316@example.com,192.168.5.235,2,5,120.0,2026-09-03T19:04:00Z
INV-1136,CUST-238,User_238,user_238@example.com,192.168.162.74,3,5,15.99,2026-09-02T16:47:00Z
INV-1137,CUST-698,User_698,user_698@example.com,192.168.196.225,1,5,25.5,2026-09-05T12:08:00Z
INV-1138,CUST-616,User_616,user_616@example.com,192.168.186.159,5,2,8.99,2026-09-08T04:12:00Z
INV-1139,CUST-673,User_673,user_673@example.com,192.168.132.134,3,2,15.99,2026-09-05T18:50:00Z
INV-1140,CUST-933,User_933,user_933@example.com,192.168.89.147,1,4,25.5,2026-09-01T09:07:00Z
INV-1141,CUST-468,User_468,user_468@example.com,192.168.54.98,2,5,120.0,2026-09-04T17:37:00Z
INV-1142,CUST-321,User_321,user_321@example.com,192.168.83.229,5,5,8.99,2026-09-05T09:09:00Z
INV-1143,CUST-845,User_845,user_845@example.com,192.168.198.18,5,1,8.99,2026-09-04T00:20:00Z
INV-1144,CUST-880,User_880,user_880@example.com,192.168.170.194,4,3,45.0,2026-09-07T04:59:00Z
INV-1145,CUST-315,User_315,user_315@example.com,192.168.116.31,1,4,25.5,2026-09-09T02:46:00Z
INV-1146,CUST-728,User_728,user_728@example.com,192.168.205.100,3,1,15.99,2026-09-06T18:17:00Z
INV-1147,CUST-547,User_547,user_547@example.com,192.168.69.147,5,1,8.99,2026-09-04T01:57:00Z
INV-1148,CUST-879,User_879,user_879@example.com,192.168.119.191,1,4,25.5,2026-09-01T10:10:00Z
INV-1149,CUST-872,User_872,user_872@example.com,192.168.233.58,5,1,8.99,2026-09-07T16:39:00Z
INV-1150,CUST-536,User_536,user_536@example.com,192.168.147.47,3,3,15.99,2026-09-02T09:46:00Z
INV-1151,CUST-598,User_598,user_598@example.com,192.168.194.173,5,3,8.99,2026-09-03T04:44:00Z
INV-1152,CUST-605,User_605,user_605@example.com,192.168.150.184,5,1,8.99,2026-09-04T15:27:00Z
INV-1153,CUST-187,User_187,user_187@example.com,192.168.89.138,5,3,8.99,2026-09-09T05:08:00Z
INV-1154,CUST-550,User_550,user_550@example.com,192.168.238.1,2,4,120.0,2026-09-08T10:04:00Z
INV-1155,CUST-231,User_231,user_231@example.com,192.168.123.174,1,1,25.5,2026-09-07T10:07:00Z
INV-1156,CUST-663,User_663,user_663@example.com,192.168.112.16,4,2,45.0,2026-09-04T22:56:00Z
INV-1157,CUST-138,User_138,user_138@example.com,192.168.100.83,3,4,15.99,2026-09-02T03:57:00Z
INV-1158,CUST-865,User_865,user_865@example.com,192.168.124.191,2,1,120.0,2026-09-04T07:14:00Z
INV-1159,CUST-613,User_613,user_613@example.com,192.168.175.69,4,3,45.0,2026-09-05T16:36:00Z
INV-1160,CUST-413,User_413,user_413@example.com,192.168.9.72,5,5,8.99,2026-09-05T00:05:00Z
INV-1161,CUST-318,User_318,user_318@example.com,192.168.245.75,2,2,120.0,2026-09-06T11:22:00Z
INV-1162,CUST-991,User_991,user_991@example.com,192.168.60.179,2,4,120.0,2026-09-01T03:23:00Z
INV-1163,CUST-125,User_125,user_125@example.com,192.168.171.37,3,1,15.99,2026-09-02T22:29:00Z
INV-1164,CUST-433,User_433,user_433@example.com,192.168.230.177,5,1,8.99,2026-09-01T15:24:00Z
INV-1165,CUST-890,User_890,user_890@example.com,192.168.223.118,3,5,15.99,2026-09-02T13:54:00Z
INV-1166,CUST-266,User_266,user_266@example.com,192.168.91.28,1,4,25.5,2026-09-03T21:08:00Z
INV-1167,CUST-853,User_853,user_853@example.com,192.168.84.144,5,1,8.99,2026-09-03T11:43:00Z
INV-1168,CUST-595,User_595,user_595@example.com,192.168.142.161,1,4,25.5,2026-09-05T07:48:00Z
INV-1169,CUST-408,User_408,user_408@example.com,192.168.177.70,5,5,8.99,2026-09-07T10:47:00Z
INV-1170,CUST-492,User_492,user_492@example.com,192.168.187.160,1,1,25.5,2026-09-07T12:39:00Z
INV-1171,CUST-126,User_126,user_126@example.com,192.168.231.121,2,3,120.0,2026-09-08T07:25:00Z
INV-1172,CUST-921,User_921,user_921@example.com,192.168.253.21,5,5,8.99,2026-09-08T08:39:00Z
INV-1173,CUST-693,User_693,user_693@example.com,192.168.191.108,3,1,15.99,2026-09-08T06:06:00Z
INV-1174,CUST-952,User_952,user_952@example.com,192.168.229.147,2,5,120.0,2026-09-05T19:22:00Z
INV-1175,CUST-671,User_671,user_671@example.com,192.168.235.144,5,2,8.99,2026-09-03T18:31:00Z
INV-1176,CUST-943,User_943,user_943@example.com,192.168.112.135,5,2,8.99,2026-09-04T21:49:00Z
INV-1177,CUST-593,User_593,user_593@example.com,192.168.192.46,1,4,25.5,2026-09-05T04:47:00Z
INV-1178,CUST-709,User_709,user_709@example.com,192.168.13.103,5,2,8.99,2026-09-02T01:31:00Z
INV-1179,CUST-250,User_250,user_250@example.com,192.168.163.2,5,3,8.99,2026-09-06T06:08:00Z
INV-1180,CUST-905,User_905,user_905@example.com,192.168.242.190,1,5,25.5,2026-09-02T06:00:00Z
INV-1181,CUST-175,User_175,user_175@example.com,192.168.56.165,3,3,15.99,2026-09-04T07:24:00Z
INV-1182,CUST-166,User_166,user_166@example.com,192.168.77.107,4,4,45.0,2026-09-05T15:31:00Z
INV-1183,CUST-777,User_777,user_777@example.com,192.168.198.200,3,5,15.99,2026-09-06T06:12:00Z
INV-1184,CUST-936,User_936,user_936@example.com,192.168.248.5,3,3,15.99,2026-09-01T20:19:00Z
INV-1185,CUST-231,User_231,user_231@example.com,192.168.2.13,1,2,25.5,2026-09-01T03:36:00Z
INV-1186,CUST-387,User_387,user_387@example.com,192.168.176.42,5,2,8.99,2026-09-09T00:26:00Z
INV-1187,CUST-150,User_150,user_150@example.com,192.168.79.26,4,3,45.0,2026-09-08T11:28:00Z
INV-1188,CUST-718,User_718,user_718@example.com,192.168.197.147,5,5,8.99,2026-09-04T04:35:00Z
INV-1189,CUST-616,User_616,user_616@example.com,192.168.56.160,3,4,15.99,2026-09-07T12:15:00Z
INV-1190,CUST-285,User_285,user_285@example.com,192.168.144.7,2,4,120.0,2026-09-01T18:18:00Z
INV-1191,CUST-227,User_227,user_227@example.com,192.168.225.192,4,4,45.0,2026-09-06T10:55:00Z
INV-1192,CUST-706,User_706,user_706@example.com,192.168.94.123,5,1,8.99,2026-09-03T15:13:00Z
INV-1193,CUST-761,User_761,user_761@example.com,192.168.33.57,4,4,45.0,2026-09-04T18:35:00Z
INV-1194,CUST-924,User_924,user_924@example.com,192.168.32.45,2,2,120.0,2026-09-06T10:26:00Z
INV-1195,CUST-991,User_991,user_991@example.com,192.168.59.227,2,1,120.0,2026-09-02T20:22:00Z
INV-1196,CUST-696,User_696,user_696@example.com,192.168.149.180,1,2,25.5,2026-09-07T14:25:00Z
INV-1197,CUST-696,User_696,user_696@example.com,192.168.127.247,2,1,120.0,2026-09-09T04:07:00Z
INV-1198,CUST-512,User_512,user_512@example.com,192.168.190.16,4,4,45.0,2026-09-01T02:32:00Z
INV-1199,CUST-810,User_810,user_810@example.com,192.168.45.251,4,4,45.0,2026-09-04T17:54:00Z
INV-1200,CUST-363,User_363,user_363@example.com,192.168.138.107,2,5,120.0,2026-09-02T04:05:00Z
INV-1201,CUST-407,User_407,user_407@example.com,192.168.169.62,4,3,45.0,2026-09-05T03:48:00Z
INV-1202,CUST-785,User_785,user_785@example.com,192.168.186.114,1,2,25.5,2026-09-04T20:09:00Z
INV-1203,CUST-622,User_622,user_622@example.com,192.168.183.173,2,2,120.0,2026-09-02T12:09:00Z
INV-1204,CUST-217,User_217,user_217@example.com,192.168.58.64,1,1,25.5,2026-09-02T05:34:00Z
INV-1205,CUST-679,User_679,user_679@example.com,192.168.239.102,5,4,8.99,2026-09-04T01:56:00Z
INV-1206,CUST-512,User_512,user_512@example.com,192.168.32.79,2,2,120.0,2026-09-05T11:54:00Z
INV-1207,CUST-271,User_271,user_271@example.com,192.168.232.165,3,4,15.99,2026-09-05T22:19:00Z
INV-1208,CUST-851,User_851,user_851@example.com,192.168.69.95,2,3,120.0,2026-09-01T18:16:00Z
INV-1209,CUST-617,User_617,user_617@example.com,192.168.141.220,1,2,25.5,2026-09-06T15:34:00Z
INV-1210,CUST-859,User_859,user_859@example.com,192.168.93.5,1,1,25.5,2026-09-05T11:39:00Z
INV-1211,CUST-888,User_888,user_888@example.com,192.168.163.55,4,3,45.0,2026-09-08T23:55:00Z
INV-1212,CUST-572,User_572,user_572@example.com,192.168.167.35,5,2,8.99,2026-09-08T16:50:00Z
INV-1213,CUST-880,User_880,user_880@example.com,192.168.100.130,3,2,15.99,2026-09-01T19:57:00Z
INV-1214,CUST-293,User_293,user_293@example.com,192.168.195.38,2,4,120.0,2026-09-01T15:51:00Z
INV-1215,CUST-151,User_151,user_151@example.com,192.168.92.58,1,4,25.5,2026-09-03T19:11:00Z
INV-1216,CUST-145,User_145,user_145@example.com,192.168.185.221,4,2,45.0,2026-09-09T01:18:00Z
INV-1217,CUST-424,User_424,user_424@example.com,192.168.62.28,1,2,25.5,2026-09-06T16:24:00Z
INV-1218,CUST-287,User_287,user_287@example.com,192.168.182.254,5,3,8.99,2026-09-09T01:54:00Z
INV-1219,CUST-773,User_773,user_773@example.com,192.168.90.42,3,3,15.99,2026-09-06T01:40:00Z
INV-1220,CUST-528,User_528,user_528@example.com,192.168.166.192,5,5,8.99,2026-09-06T01:12:00Z
INV-1221,CUST-864,User_864,user_864@example.com,192.168.158.247,4,3,45.0,2026-09-03T12:33:00Z
INV-1222,CUST-139,User_139,user_139@example.com,192.168.136.248,1,5,25.5,2026-09-02T09:01:00Z
INV-1223,CUST-702,User_702,user_702@example.com,192.168.222.18,5,1,8.99,2026-09-06T16:48:00Z
INV-1224,CUST-715,User_715,user_715@example.com,192.168.70.103,5,5,8.99,2026-09-03T09:39:00Z
INV-1225,CUST-393,User_393,user_393@example.com,192.168.93.248,4,1,45.0,2026-09-05T07:41:00Z
INV-1226,CUST-906,User_906,user_906@example.com,192.168.201.99,3,5,15.99,2026-09-08T19:42:00Z
INV-1227,CUST-635,User_635,user_635@example.com,192.168.60.197,5,5,8.99,2026-09-08T09:49:00Z
INV-1228,CUST-260,User_260,user_260@example.com,192.168.147.28,4,2,45.0,2026-09-04T13:51:00Z
INV-1229,CUST-874,User_874,user_874@example.com,192.168.242.76,3,5,15.99,2026-09-05T13:21:00Z
INV-1230,CUST-947,User_947,user_947@example.com,192.168.195.37,5,1,8.99,2026-09-08T04:06:00Z
INV-1231,CUST-338,User_338,user_338@example.com,192.168.93.115,2,1,120.0,2026-09-01T16:35:00Z
INV-1232,CUST-594,User_594,user_594@example.com,192.168.65.1,2,5,120.0,2026-09-03T08:16:00Z
INV-1233,CUST-651,User_651,user_651@example.com,192.168.255.114,3,3,15.99,2026-09-08T23:06:00Z
INV-1234,CUST-328,User_328,user_328@example.com,192.168.95.102,1,3,25.5,2026-09-01T19:47:00Z
INV-1235,CUST-160,User_160,user_160@example.com,192.168.252.85,5,3,8.99,2026-09-04T09:13:00Z
INV-1236,CUST-603,User_603,user_603@example.com,192.168.118.122,2,4,120.0,2026-09-01T16:57:00Z
INV-1237,CUST-510,User_510,user_510@example.com,192.168.38.102,4,5,45.0,2026-09-09T02:25:00Z
INV-1238,CUST-154,User_154,user_154@example.com,192.168.150.2,3,5,15.99,2026-09-02T04:26:00Z
INV-1239,CUST-150,User_150,user_150@example.com,192.168.101.71,5,5,8.99,2026-09-02T13:07:00Z
INV-1240,CUST-384,User_384,user_384@example.com,192.168.251.92,5,2,8.99,2026-09-08T11:17:00Z
INV-1241,CUST-965,User_965,user_965@example.com,192.168.110.117,5,3,8.99,2026-09-03T19:12:00Z
INV-1242,CUST-504,User_504,user_504@example.com,192.168.225.157,3,1,15.99,2026-09-07T22:07:00Z
INV-1243,CUST-726,User_726,user_726@example.com,192.168.143.191,5,4,8.99,2026-09-02T06:49:00Z
INV-1244,CUST-308,User_308,user_308@example.com,192.168.49.75,1,2,25.5,2026-09-01T20:55:00Z
INV-1245,CUST-713,User_713,user_713@example.com,192.168.73.14,2,3,120.0,2026-09-05T17:21:00Z
INV-1246,CUST-934,User_934,user_934@example.com,192.168.42.183,3,5,15.99,2026-09-03T03:41:00Z
INV-1247,CUST-994,User_994,user_994@example.com,192.168.177.251,4,1,45.0,2026-09-05T03:41:00Z
INV-1248,CUST-941,User_941,user_941@example.com,192.168.66.255,5,3,8.99,2026-09-04T21:26:00Z
INV-1249,CUST-749,User_749,user_749@example.com,192.168.58.86,4,5,45.0,2026-09-03T01:49:00Z
INV-1250,CUST-449,User_449,user_449@example.com,192.168.176.96,5,2,8.99,2026-09-04T14:36:00Z
INV-1251,CUST-260,User_260,user_260@example.com,192.168.61.100,5,5,8.99,2026-09-05T01:08:00Z
INV-1252,CUST-215,User_215,user_215@example.com,192.168.65.201,3,4,15.99,2026-09-08T22:13:00Z
